name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Take Me Under,Three Days Grace,4I116SyJOoimDfIZBIOiiA,"42
",0.48,5,0,0.0,258533,4,0.692,-5.739,0.0271,0.00103,149.856,0.41,0.351
Never There,Cake,7aKWgpecgLEqisWcXPElDl,"62
",0.761,9,0,0.0838,164267,4,0.735,-8.171,0.043,0.0426,125.815,0.0917,0.592
Grinderman,Grinderman,5LQwgzsqL0AxcamFXAOQkK,"0
",0.76,2,0,0.278,273547,4,0.382,-7.442,0.0357,0.782,76.325,0.114,0.425
It's You,Westlife,4VFsnB4DLNKoJ3UozfDNo8,"0
",0.499,0,1,0.0,245987,4,0.506,-5.126,0.0274,0.501,74.854,0.117,0.309
Divano,ERA,4ylVzBBTAlw1NOwL37hKpc,"0
",0.656,8,1,0.0181,235600,4,0.573,-7.274,0.0244,0.575,102.757,0.07,0.104
Green Day,Green Day,7yrKVnzcVuFMU5De10WDob,"0
",0.151,4,1,0.847,208907,4,0.979,-3.42,0.0787,1.25e-05,194.72,0.0421,0.58
5/4,Gorillaz,5Q10MhatY5DkgBfbWUkRpN,"52
",0.798,0,1,0.000234,162080,5,0.922,-3.382,0.0364,0.0948,96.4,0.0698,0.805
Känn pepp (OBFK),Timbuktu,0t7zi9EMN4qcd2NT27IQhL,"0
",0.914,7,1,4.3e-05,328600,4,0.716,-7.471,0.294,0.0294,117.931,0.0565,0.943
Painkiller,Judas Priest,0L7zm6afBEtrNKo6C6Gj08,"67
",0.435,1,0,0.0847,365827,4,0.987,-4.667,0.16,0.000195,103.16,0.268,0.101
What'Cha Gonna Do About It,Small Faces,1c0oJCBippgASzWfDFjC20,"0
",0.663,9,1,0.0,118120,4,0.796,-6.233,0.0783,0.258,76.485,0.137,0.827
Happiness For Dogs,Millencolin,4M7fjXIsRVxDRrD5SM0lVr,"0
",0.347,0,1,0.0,205107,4,0.985,-2.928,0.136,0.00169,94.458,0.485,0.496
Alison,Minor Majority,4iPgjAAAWTe7c1Jqa8Ur8J,"0
",0.575,0,1,0.0193,313307,4,0.735,-7.263,0.0326,0.591,134.058,0.283,0.343
Dark Mother Divine,Dissection,12P0ncvnrEu4OSY9E1FjO5,"0
",0.328,8,1,0.0473,344293,4,0.816,-4.811,0.0487,7.02e-05,120.021,0.16,0.483
Between The Bars,Madeleine Peyroux,47oFJ0tLxQSCNGAbHUsCTO,"46
",0.459,11,0,0.0256,221973,3,0.257,-12.295,0.0279,0.903,104.805,0.112,0.095
Dyin' Ain't Much Of A Livin',Jon Bon Jovi,35LDwc6e2J6y8LHUAu1mXn,"0
",0.536,6,1,0.0,279573,4,0.557,-9.367,0.0283,0.171,119.228,0.0584,0.444
Good Enough,Hoobastank,0bE0IcXF2z8AZBt88AlRuv,"0
",0.274,7,1,0.0,200960,4,0.871,-4.951,0.0516,0.000852,129.776,0.127,0.156
Will I See You Again,E-Type,2x7FJIzJppNhG4epQZm4YI,"31
",0.616,5,0,0.171,240160,4,0.845,-5.944,0.0356,0.00809,148.296,0.138,0.458
Kyur4 Th Ich (Chairman Hahn Reanimation),Linkin Park,53zw51qaLzcX7kOTlUqAqG,"38
",0.672,10,0,0.654,152533,4,0.974,-5.604,0.113,0.0436,102.129,0.828,0.296
Replenished,Vic Chesnutt,3bGcACL8RtB3ZPztnIQRoa,"0
",0.552,0,1,0.00524,260133,4,0.432,-15.958,0.0299,0.165,113.624,0.252,0.42
Who Said I Would,Phil Collins,5CyRWvbPW9TOnQBirGvQ45,"0
",0.704,5,1,0.0183,241667,4,0.667,-12.385,0.0399,0.104,131.018,0.131,0.554
Blessing Upon The Throne Of Tyranny,Dimmu Borgir,60SPvYvxflfU5gZ2BelsFe,"0
",0.263,11,0,0.7,318981,4,0.978,-2.271,0.0943,3.48e-06,95.651,0.081,0.294
This Song Is Called,The Devil Wears Prada,3idPcJMEuRyMVIAFoMirnO,"16
",0.195,2,0,0.000381,267493,4,0.978,-4.71,0.241,6.97e-05,141.925,0.114,0.061
Ei Krasafaren Steinbu - Live,Hellbillies,5DWJKUeK3DmnE6NKNFOa4Y,"20
",0.549,9,1,2.04e-05,261827,4,0.822,-7.977,0.0265,0.318,92.266,0.857,0.606
U Don't Know Me (feat. Duane Harden),Armand Van Helden,2Bw2MQa6qHoHUxKM9c6bds,"0
",0.776,10,1,0.0343,484747,4,0.644,-8.76,0.0697,0.0346,129.95,0.0645,0.726
You Don't Mean Anything,Simple Plan,35bjmlPY7ylQVEnLAnTHLQ,"0
",0.419,11,1,0.0,148600,4,0.902,-4.584,0.173,0.000748,168.045,0.29,0.801
March Of The Pigs,Nine Inch Nails,4RNWXprXis6CWkbYR3eIpE,"0
",0.508,2,1,0.181,178493,1,0.872,-7.425,0.0496,0.0239,134.485,0.0863,0.0725
Climbing Up the Walls,Radiohead,79Pa813YlWXP5YFQwo0bIz,"0
",0.172,11,0,0.128,285200,4,0.655,-7.476,0.042,0.0971,78.653,0.195,0.221
Turn It Out,Death From Above 1979,2kiioztfZzwNNKhGrc0Ao3,"31
",0.436,1,1,0.0542,159493,4,0.962,-5.668,0.119,1.55e-06,100.043,0.059,0.292
Eliytres,Finntroll,2WLccRlzDpmVMhfvu385RA,"0
",0.414,2,1,0.428,226253,4,0.957,-6.409,0.0854,1.82e-06,95.032,0.217,0.295
Rhiannon,Fleetwood Mac,5TWPfkeN07aERO0Yn2D2t2,"68
",0.723,9,0,0.0946,252773,4,0.49,-14.745,0.0296,0.111,129.012,0.0923,0.795
No sé qué hacer con mi vida,Amaral,7CcgK4UdydR552yADrNsqB,"18
",0.584,6,0,0.0,181000,4,0.661,-7.128,0.0259,0.0173,127.995,0.147,0.654
Shine,The Morning Of,2nuEtS8V5eNj5c0uktgh8g,"30
",0.578,6,1,0.0,167933,4,0.344,-6.087,0.0455,0.795,76.552,0.097,0.241
What's Going On,A Perfect Circle,1au1pPMHY9avx43cDT4XXa,"38
",0.447,1,0,0.153,293720,4,0.771,-9.88,0.0463,0.282,82.812,0.108,0.156
Je M'voyais Déjà,Charles Aznavour,5oIm24djCmqNiIhsnyXLRZ,"0
",0.568,7,1,0.0,203067,4,0.357,-13.204,0.196,0.705,131.099,0.165,0.918
Howlin' With The 'pac,HammerFall,131wi1BTIcE4gZKPVdHvNT,"0
",0.409,6,1,0.00524,246596,4,0.919,-4.219,0.0651,0.0101,159.899,0.06,0.316
Empty Rooms,Gary Moore,0o7gplu6Qx4JRaTwGbBcpw,"33
",0.53,2,0,0.0,255000,4,0.557,-7.829,0.0241,0.25,98.087,0.216,0.307
All Is Full Of Love - Live - Vespertine World Tour 2001,Björk,2ta6brojpLTpZ7SbioPGis,"0
",0.367,6,1,0.0275,244587,4,0.465,-10.607,0.032,0.289,152.046,0.674,0.154
Hold On,Green Day,2RuiaukH9sPQj9GgvIoNeP,"41
",0.723,7,1,0.0,176800,4,0.917,-2.388,0.0286,0.01,135.942,0.103,0.857
The River,Live,2r010kyImwocvnH6ffNTte,"34
",0.411,11,1,0.0,178547,4,0.86,-3.305,0.0325,0.106,177.997,0.147,0.658
Numerology (AKA Numbers),These New Puritans,5wdnBL3WWMJdgBpqGhR2qo,"0
",0.629,4,0,0.0464,191720,4,0.666,-8.924,0.209,0.0063,180.014,0.0737,0.611
Lately,Massive Attack,1J7GfEGpkEuAxBoG7CxJAe,"0
",0.811,10,0,0.0313,266493,4,0.307,-17.812,0.112,0.0671,87.233,0.0746,0.717
Sky Is Falling - Acoustic Version,Lifehouse,5XZ8d3PhQDBZLtDD7f7H1Y,"0
",0.595,7,1,0.0,171027,4,0.407,-8.343,0.0276,0.629,117.962,0.238,0.323
Prove It All Night,Bruce Springsteen,6gz9qGrJzfcEtUaZjnpkBr,"0
",0.481,6,0,1.92e-05,236733,4,0.594,-12.958,0.0319,0.0213,114.129,0.164,0.845
John, I'm Only Dancing - Sax Version; 1997 Remaster,6L1e0NXv19D2bz1kAeaIR0,David Bowie,0.252,0,1,1.44e-05,164853,4,0.578,-14.463,0.0656,0.00177,162.729,0.0903,0.689
Hall Of The Mountain King,Savatage,3oXnYBjv3awK74NTP2fzmi,"0
",0.367,0,0,0.0456,333453,4,0.929,-7.011,0.0988,0.0778,126.97,0.222,0.254
Super Trouper - Radio Version,A*Teens,4AwsdYnFzbF5taSmeUpn39,"0
",0.658,1,1,0.511,231500,4,0.992,-1.486,0.0354,0.0423,124.986,0.234,0.733
300 M.P.H. Torrential Outpour Blues,The White Stripes,2DxDG067Y6jrixxwvcRK27,"25
",0.505,9,1,0.0213,328720,4,0.425,-10.735,0.0898,0.573,85.252,0.105,0.244
Rest In Pieces,Saliva,5RwZuZldiSUvWDQQhlroPi,"32
",0.403,1,1,0.0,226733,4,0.779,-4.89,0.0338,0.123,156.064,0.0772,0.198
Sway,Coal Chamber,4VuJQugmHZVPhfqDfiLlhW,"0
",0.486,7,1,0.047,215133,4,0.763,-6.719,0.111,0.00154,133.929,0.0612,0.342
Where Do You Go,Sister Hazel,23N6fMWavrPZ3Hzm6nTnRZ,"34
",0.526,2,1,0.0,243253,4,0.683,-6.501,0.0287,0.234,96.018,0.0993,0.239
Everything Goes To Hell,Tom Waits,1a8XSOokgFRORZtoLs7oJU,"0
",0.331,11,0,0.195,225907,4,0.531,-11.432,0.0701,0.822,81.753,0.139,0.507
Baby Borderline,The Hellacopters,4Jwyop9573lKnPMPT5rpOW,"31
",0.359,8,1,0.000363,169307,4,0.971,-4.216,0.102,5.04e-05,106.135,0.0765,0.633
Auberge,Chris Rea,6W5ruieFtLKBYKqiD2UZOx,"0
",0.545,9,0,0.0134,282026,4,0.92,-5.721,0.0524,0.0319,170.078,0.074,0.618
As Good As It Gets,Minor Majority,5QkoaSktwjMq6Q8Wc6yegH,"0
",0.65,9,0,0.463,330947,4,0.404,-8.827,0.0247,0.389,128.137,0.106,0.217
High,The Cure,08tevdCT4BohuuMdYx0BkA,"0
",0.564,11,0,0.000542,214307,4,0.94,-4.565,0.0309,0.00808,113.867,0.0731,0.741
The Whores Hustle And The Hustlers Whore,PJ Harvey,05U2oBdr0LfKS4HcByvLrQ,"0
",0.367,9,0,0.000675,240400,3,0.828,-6.268,0.0582,0.00152,160.775,0.0945,0.33
Valentine,Delays,5bkn7obyQjIoYGlmlusJoX,"33
",0.578,8,1,0.117,292173,4,0.908,-3.944,0.0382,0.000285,126.001,0.109,0.746
If Your Girl Only Knew,Aaliyah,505sKCBAOJmSykWWaZfL9L,"0
",0.767,5,1,0.000346,291040,4,0.741,-3.468,0.0447,0.138,176.746,0.101,0.844
Jugar al Despiste,Estopa,2S6c7FeSZNureGWXxPa5jj,"31
",0.605,9,0,0.0,152000,4,0.938,-2.915,0.139,0.0515,131.899,0.085,0.67
Truth Or Dare,N.E.R.D,6JCAN6nOPHdJDgblcvO82A,"0
",0.775,2,1,0.0,262733,4,0.825,-4.691,0.0943,0.0763,95.98,0.148,0.748
Renegade,HammerFall,1j0o3NpQom5Dts6n03nrVO,"0
",0.541,8,0,3.67e-06,261695,4,0.936,-7.244,0.0572,0.00187,105.036,0.154,0.395
Es sólo una canción,Amaral,1DtSuoL8QFyxEodqoV0jXA,"17
",0.587,2,1,0.000432,228787,4,0.785,-5.999,0.033,0.0114,139.864,0.146,0.667
For My Fallen Angel,My Dying Bride,5oVSFQUi1hBYYRiNeOwfWy,"36
",0.169,1,0,0.955,355973,5,0.328,-12.746,0.0413,0.682,129.327,0.0807,0.0367
The Rip,Portishead,5Pi5lm4YtTKMfPrfhf0Onr,"0
",0.471,9,0,0.499,270947,4,0.484,-9.414,0.0317,0.925,74.982,0.0987,0.236
Viva Las Vegas,ZZ Top,5JFywJVhSvuJI6KB9ikgjA,"48
",0.611,10,0,0.00148,286547,4,0.916,-7.604,0.132,0.00374,120.005,0.463,0.676
La Luna,Belinda Carlisle,3MFP3HDXNKk5o8CBQBmhDx,"0
",0.728,6,0,2.02e-05,252800,4,0.701,-6.761,0.0375,0.448,123.623,0.308,0.787
Down, Set,1Kf4N09laoNZfMmvQiIBez, Go,0.391,6,0,0.00328,224160,4,0.94,-4.158,0.106,0.00199,172.42,0.381,0.479
How Can I Tell You,Yusuf / Cat Stevens,6ZDLexJoNgTqKnkF9rIxQ7,"0
",0.529,2,1,0.0805,268213,4,0.199,-16.902,0.0437,0.836,125.735,0.116,0.157
Kids,Robbie Williams,54yVv14itUZw4D7ZVBnKbH,"33
",0.319,7,1,7.58e-05,441800,4,0.944,-5.793,0.229,0.0266,91.956,0.814,0.219
Let Me Kiss You - Remastered,Morrissey,2hvlqdQItnWLw2TAhYEHHT,"0
",0.476,9,0,0.00336,210693,4,0.848,-6.193,0.0326,0.0124,160.226,0.308,0.748
Nattfödd,Finntroll,7nElhbJJMmGHWHQzLlBhcB,"0
",0.4,0,0,0.748,291507,4,0.833,-6.591,0.0407,4.87e-06,129.931,0.0526,0.421
Heat Miser,Massive Attack,1sMr77QrXyS9LRIhcCI2el,"40
",0.621,0,0,0.83,219000,4,0.382,-14.38,0.044,0.203,150.109,0.306,0.116
Everything,Alanis Morissette,6QTvIHixO4A2XrRT8yqT1n,"47
",0.489,10,1,9.54e-05,273893,4,0.729,-6.046,0.0316,0.126,144.041,0.133,0.339
Oh Comely,Neutral Milk Hotel,70Wqv1zT1Z8jjTjWvMDm1z,"0
",0.363,4,0,2.41e-05,498133,3,0.364,-6.192,0.0334,0.753,118.534,0.112,0.127
For Mom,Buckethead,5xZYegRNGeLvC1eUQKHOxJ,"40
",0.49,8,0,0.95,310080,4,0.598,-8.67,0.102,0.0141,163.195,0.128,0.252
Around And Around,The Rolling Stones,4ybFAt14DVXJINpvjZTkuI,"0
",0.317,2,1,5.12e-05,183200,4,0.608,-11.847,0.0584,0.477,183.461,0.305,0.782
Antisocial,Trust,1jO4l4FhDK46ccYxBlSf4h,"47
",0.445,0,1,7.47e-06,309453,4,0.853,-9.037,0.0625,0.13,90.376,0.134,0.527
Next Lifetime,Erykah Badu,3tH16kQXSDJpawV0HvCj2E,"0
",0.643,8,0,0.00105,386612,4,0.413,-11.929,0.0564,0.129,130.026,0.095,0.339
Everlasting Love - Remastered 1992,Sandra,7KOlSeFLSVI7jm6TOInfeA,"41
",0.629,10,1,0.245,221107,4,0.861,-8.962,0.0366,0.0615,119.986,0.0679,0.444
Block Rockin' Beats,The Chemical Brothers,2LCIunS81ISzaUg47Bmalx,"0
",0.611,10,0,0.49,314840,4,0.983,-3.12,0.0561,0.0218,109.387,0.112,0.727
This Will Never End,Blind Guardian,1PDm0FfLfrY9QOa3fKRzvJ,"0
",0.323,6,0,0.00509,307305,4,0.957,-5.55,0.0697,3.22e-05,155.98,0.333,0.054
Bleed American,Jimmy Eat World,7wUUggmZV5cBlgEudvfAtj,"0
",0.417,6,0,1.98e-06,185120,4,0.956,-3.695,0.102,0.00667,159.975,0.34,0.5
In The Waiting Line - Sessions@AOL,Zero 7,7Lo6HfL4xdlyvq9spEMX2O,"0
",0.578,5,1,2.09e-05,245173,4,0.291,-9.38,0.0289,0.857,149.477,0.119,0.302
Africa,TOTO,2374M0fQpWi3dLnB54qaLX,"85
",0.671,9,1,7.95e-05,295893,4,0.373,-18.064,0.0323,0.257,92.717,0.0481,0.732
Way To Blue,Nick Drake,1tAcmtsjKC0PTJK6LAkJx5,"0
",0.116,4,1,0.129,188187,3,0.205,-15.225,0.039,0.254,174.567,0.125,0.101
Once You Had Gold,Enya,39G4ohXk8Kfvqs9NYGCyJK,"34
",0.279,11,1,0.588,198466,4,0.224,-15.671,0.0433,0.973,89.237,0.15,0.082
Cold Gin,KISS,5552ijyTuHoPCTMDSEM1SM,"0
",0.512,1,1,0.0368,262693,4,0.752,-7.751,0.105,0.0557,117.209,0.0933,0.681
Wasted Little DJ's - Single Version,The View,0vEMM9OQ4M3SjnJp1CbsOa,"40
",0.18,4,1,0.0138,237133,4,0.966,-2.205,0.0665,0.000153,162.06,0.197,0.352
Can't Get Enough Of Your Love, Babe,3F0N0gPHYw2pAbb0qenDW1,Barry White,0.741,5,1,0.000102,270333,4,0.624,-10.925,0.0532,0.171,111.766,0.0557,0.801
Up Against The Wall,Boys Like Girls,0Nc1O90CYAmAJOZVPbM63k,"26
",0.416,4,1,0.0,219493,4,0.957,-3.857,0.281,0.0111,178.047,0.0795,0.346
You Keep It All In,The Beautiful South,2FrSgjKapyphwJok43nt1a,"0
",0.789,5,1,0.0244,173760,4,0.485,-15.41,0.0534,0.248,147.453,0.133,0.844
I Live For Your Pain,Helloween,0YfsGC9wSIWaIVoTksV445,"0
",0.5,9,1,0.0,239733,4,0.959,-5.09,0.0763,0.00137,133.953,0.421,0.267
Coma Girl,Joe Strummer,6kEbu451IOAQ2MX7vvW21p,"0
",0.471,4,1,1.71e-05,228027,4,0.804,-4.22,0.055,0.0223,153.934,0.111,0.581
Childhood,Beach House,0JXg9fuupjZr4MP7lLou9i,"0
",0.657,8,1,0.22,215680,4,0.179,-15.871,0.0279,0.834,106.842,0.111,0.18
Local Boy In The Photograph,Stereophonics,71QHK24ux9WExFkbUzC4Lk,"0
",0.374,7,1,0.0,202067,4,0.96,-3.34,0.0758,0.00063,130.689,0.161,0.375
I'll Be Yours,Placebo,3nZ9WcS0hb2l5JZv6rHqxm,"0
",0.611,3,0,0.344,212373,4,0.573,-14.297,0.0294,0.134,102.055,0.17,0.794
Not Ready Yet,Eels,45s7Q4nlFQNChbzwqo2Wbb,"0
",0.67,11,0,0.101,286800,4,0.38,-10.672,0.0275,0.0285,80.882,0.25,0.268
Dawn,The Cinematic Orchestra,4ChOsoEgbZPWICzVqEjuWU,"0
",0.119,8,1,0.739,240893,5,0.106,-20.234,0.0421,0.22,149.915,0.112,0.0328
My Michelle - Live,Guns N' Roses,5oVltram1YEocBRCuuiTRH,"0
",0.432,10,0,0.548,233200,4,0.97,-4.182,0.093,0.000207,103.002,0.978,0.368
Poison girl,HIM,1wfDvLRSQVFEWC7nfE6C4L,"39
",0.532,6,0,3.47e-06,231333,4,0.805,-5.713,0.0432,0.0198,123.67,0.0594,0.522
Hello - Starbucks Version,Antigone Rising,07Gk8sNwqKoAwLv37B3DGi,"10
",0.43,8,0,0.0115,197280,4,0.614,-7.094,0.0266,0.0447,86.238,0.403,0.274
Hold On,Take That,3uWBCXb9SZa4smOZeVTTgN,"0
",0.453,7,1,0.0,236000,4,0.669,-4.946,0.0298,0.371,82.031,0.206,0.205
Silence,PJ Harvey,6Z858y8gDulROsTPy6yqtQ,"0
",0.523,9,0,0.0187,185620,4,0.3,-12.294,0.0306,0.928,134.98,0.0685,0.0958
Money's Too Tight (To Mention),Simply Red,0G6GYPY4ZWNSAy8qgWuWxY,"19
",0.735,11,0,0.00596,247160,4,0.83,-5.644,0.0278,0.216,113.372,0.0677,0.863
Reality Kicks In,Kurt Nilsen,7f8I7hmx6u4gvto116Yfc9,"20
",0.442,7,0,0.0,302947,4,0.836,-6.941,0.0371,0.00808,153.985,0.387,0.44
Ne Me Laisse Pas L'Aimer,Brigitte Bardot,4D2nYW0lvUSkkaQsD9B21F,"0
",0.654,4,1,0.0,117667,4,0.499,-12.638,0.0425,0.487,129.097,0.15,0.921
Fame < Infamy,Fall Out Boy,0mt3QPULXxrd96TdyY3YTh,"0
",0.407,5,0,0.000113,186027,4,0.969,-2.908,0.0856,0.000193,168.891,0.19,0.647
When You're In Prison - Explicit Album Version,The Offspring,4svpqnasCh3lLAvKdQ9qzF,"0
",0.618,8,1,0.234,153027,4,0.361,-9.017,0.0345,0.981,84.221,0.894,0.533
Never Take Friendship Personal,Anberlin,29D3iSTdH5PNuugy6hG0mh,"39
",0.342,2,1,0.0,213333,4,0.79,-11.755,0.0777,2.63e-05,164.508,0.0847,0.26
New Faith,Slayer,6bDE5sbTh8Pcsxz7OqCbHt,"0
",0.259,1,1,0.000523,185760,4,0.993,-2.803,0.187,0.000997,91.189,0.0915,0.16
Hello Again,Neil Diamond,0uxKo4PZ00H2mnxffpmVog,"0
",0.154,0,1,6.5e-05,245093,4,0.122,-19.257,0.0307,0.513,53.674,0.11,0.0911
That I Would Be Good,Alanis Morissette,1AMmUhZlMISlkjm4gPCDQl,"39
",0.488,11,0,0.00182,257093,4,0.424,-7.59,0.0248,0.733,82.198,0.347,0.11
Let It Bleed,The Used,5kbXvXRsxSe6IzRpIFeURw,"46
",0.279,8,1,0.0,190813,4,0.878,-4.843,0.261,0.000734,150.406,0.102,0.523
Sing For Absolution,Muse,2qS6x2GwFGUfntCHYar0j6,"0
",0.436,5,1,0.0384,294867,4,0.678,-7.211,0.0301,0.457,170.287,0.0873,0.194
Just in Case,Najwa,1zIZ7kV5iAYzPA1D12I5yZ,"23
",0.713,6,0,0.0373,222146,4,0.485,-12.426,0.0293,0.334,119.987,0.0848,0.357
Navigator,Edguy,1Aah00kVOuwwpnMDkoJMST,"0
",0.48,3,0,0.000246,319787,4,0.92,-4.666,0.04,0.000174,92.98,0.113,0.434
Dead on Arrival,Fall Out Boy,7naGWci9bflvfdzxphFjAw,"54
",0.543,0,1,0.0,194493,4,0.968,-4.028,0.0702,0.0002,100.982,0.539,0.494
Wild Night,Van Morrison,4lkLsenHiJwr2kQMvNi8Yp,"0
",0.568,7,1,0.0,213213,4,0.788,-5.396,0.0488,0.321,145.971,0.0814,0.964
Brick Shithouse,Placebo,2SVJdlgez88GqQgXalet6G,"0
",0.297,4,1,0.833,198173,4,0.956,-7.102,0.123,0.000558,104.168,0.369,0.292
Life Burns!,Apocalyptica,6YxPu5pz8AxmquBLlGcJ9s,"0
",0.429,7,1,0.0145,186270,4,0.936,-6.612,0.0609,0.000201,194.249,0.425,0.658
The Leper Affinity,Opeth,4xQl7d1pI8kbT0vb7cdnjC,"36
",0.132,5,1,0.228,623493,4,0.92,-5.744,0.18,0.000132,67.036,0.0976,0.0437
Invisible Sun - Remastered 2003,The Police,4eIgdf2ReyVTFQpZkTPLa5,"0
",0.573,10,1,0.267,224200,4,0.396,-10.927,0.031,0.425,120.308,0.0934,0.149
Keeping the Motion,DJ Krush,6LTJOUpkKKHYwTJRQmaUi7,"0
",0.777,8,1,0.00354,397667,4,0.342,-12.212,0.0403,0.0167,95.055,0.256,0.194
The Hero,Mike Oldfield,2sLUOK67iAtkMFW7gsQGnS,"31
",0.164,10,1,0.0191,302173,1,0.283,-12.452,0.0349,0.749,103.593,0.077,0.421
New York Telephone Conversation,Lou Reed,5aCaJ3sDrh3kdS0t4LQRbq,"0
",0.587,2,1,0.0,92840,4,0.155,-17.911,0.337,0.807,173.641,0.266,0.786
Put Your Arms Around Me,Texas,0nMsxZLISu1J5bTTbx2y9o,"0
",0.328,7,1,0.0734,273267,4,0.661,-8.165,0.0421,0.0828,75.325,0.0676,0.352
Electioneering,Radiohead,1Vil8ICZqQE3BpxUzIy58A,"0
",0.185,9,0,0.0981,230627,4,0.889,-5.491,0.0743,0.00267,77.555,0.291,0.331
Peace On Earth,U2,2vUaBTiW9zQAfZpHRtyKuC,"0
",0.547,7,1,0.00386,288240,4,0.509,-10.575,0.0282,0.0204,102.022,0.0902,0.312
Migas de pan,Despistaos,10qiOXH1vGRkvJ7uXzb0d5,"14
",0.654,7,1,0.000491,202933,4,0.681,-9.038,0.0307,0.274,140.05,0.0658,0.775
Stone Cold,HammerFall,0k6WoVNi9cpDVuhV0lEFxn,"0
",0.555,8,0,0.237,341027,4,0.851,-8.261,0.0316,0.00165,136.029,0.0791,0.677
Where Love Went Wrong,Augustana,2hYjUDXpeYpbT0s72iYfDV,"0
",0.215,9,1,0.355,330533,4,0.58,-4.009,0.0345,0.0624,169.756,0.159,0.201
O'Malley's Bar,Nick Cave & The Bad Seeds,4nmWfZMqqkSMYQoBPK0qsO,"0
",0.711,10,1,0.0,868067,4,0.46,-8.91,0.0442,0.114,128.124,0.133,0.592
Be My Husband - Live from Union Chapel,Damien Rice,3VSr250lOTi5ofbRseXxf8,"21
",0.732,11,0,0.000167,161786,4,0.703,-11.134,0.0787,0.728,107.06,0.706,0.665
Dancing With The Dead,Pain,3EIiKEsbrFJsYBCSdUNzdD,"0
",0.458,4,1,8.79e-05,252540,4,0.85,-4.916,0.0451,7.73e-05,125.063,0.363,0.395
Armageddon It,Def Leppard,0UZUGrVkQ46grXv3pbQClp,"0
",0.668,9,1,0.0315,321747,4,0.915,-5.327,0.0303,0.00127,119.94,0.147,0.675
Monty Got A Raw Deal,R.E.M.,5z3geVEKAD5HLf5Opn87ty,"0
",0.68,0,0,1.32e-05,197600,4,0.636,-8.878,0.0274,0.0812,118.521,0.142,0.35
Hold Tight London,The Chemical Brothers,42b5rRruNIvPcknHfUkkRn,"41
",0.705,11,0,0.845,360147,4,0.761,-6.85,0.0318,0.194,132.975,0.15,0.826
Tell Him,Barbra Streisand,4UPjTWu092tpwnevw1Bd1w,"29
",0.256,4,1,0.0,292800,4,0.452,-7.646,0.0443,0.705,74.696,0.101,0.0994
Speak For Me,Cat Power,6ivvq3uMSBzzXhbFZiM8bf,"0
",0.328,7,1,0.000448,180987,4,0.638,-6.769,0.0351,0.531,182.736,0.125,0.577
Overload,Sugababes,3HHkKnJf9oAR7V5KzlxeZo,"0
",0.735,6,1,0.000165,275920,4,0.942,-4.726,0.0626,0.107,125.008,0.151,0.872
Another Again,John Legend,6ckZWD07JnKUxguuD8mSqc,"0
",0.53,6,1,1.35e-06,241733,4,0.843,-6.596,0.201,0.127,82.35,0.302,0.47
Hatebreeder,Children Of Bodom,4Eo4NAjiH2sney4uV6j29V,"0
",0.417,7,0,0.78,259173,4,0.978,-3.195,0.0545,0.000252,111.701,0.386,0.56
Pepper,Butthole Surfers,1ng36571Iyov4HBxUClySn,"68
",0.631,7,1,0.00116,297267,4,0.804,-5.492,0.166,0.00589,79.898,0.16,0.671
Idiot Prayer,Nick Cave & The Bad Seeds,2UGFmJOznwWfqjlCeswzoR,"0
",0.514,3,1,0.0327,261800,3,0.228,-14.951,0.0309,0.1,137.227,0.167,0.218
The Human Stain,Kamelot,5skbmePF1sdCRQGchir7wi,"0
",0.567,8,1,0.000921,241173,4,0.92,-3.241,0.0391,0.154,130.01,0.0764,0.489
Dance On A Volcano - 2007 - Remaster,Genesis,3ZSsvthF4bBHngSe90ZHTG,"42
",0.335,3,1,0.164,357627,3,0.845,-7.615,0.0588,0.0051,120.835,0.415,0.353
Jimmy Jazz,The Clash,6hDiRvumjEujaRqiV6E83s,"0
",0.525,9,1,8.93e-06,234187,4,0.426,-10.859,0.102,0.00161,128.431,0.321,0.528
Groovy Woof,Arthur Dellea,427TSKfR29XCQOpzK4DKmY,"0
",0.72,1,1,0.854,208119,4,0.429,-15.066,0.104,0.00267,89.981,0.0671,0.429
Emergency,Paramore,3i4xZSH1kTLE22TUvUFMYo,"60
",0.424,9,1,1.03e-06,240040,4,0.94,-3.524,0.0573,0.00276,168.043,0.277,0.559
Put Your Records On,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,"78
",0.739,9,1,1.34e-06,215360,4,0.511,-7.844,0.0362,0.167,96.038,0.133,0.542
Lord Of The Rings.,Blind Guardian,5NDGt2224PKAS6ax9CdE07,"0
",0.443,3,0,0.000415,198107,4,0.474,-13.903,0.0322,0.26,133.042,0.16,0.238
Cheri Cheri Lady,Modern Talking,2aEuA8PSqLa17Y4hKPj5rr,"68
",0.677,10,1,0.0132,226333,4,0.616,-13.826,0.032,0.458,114.223,0.349,0.851
Winning A Battle, Losing The War,654YXpi3jNYFjNoqhuYGxw,Kings of Convenience,0.587,5,1,0.247,234627,4,0.316,-15.885,0.0305,0.958,142.448,0.106,0.483
You Don't Understand Me,The Raconteurs,1dJaVMVFxLJK9b1rbFgWk2,"0
",0.353,9,1,0.0048,293733,4,0.707,-6.656,0.0389,0.131,143.178,0.123,0.264
