name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Heart of Gold - 2009 Remaster,Neil Young,1Q1b8eVkUPGlpSArl8JAVw,0.541,0.459,-10.433,0.0297,0.189,171.165,0.099,0.803
Disco Inferno - Single Edit,The Trammps,22ff60cZy4APp7bzESHLR8,0.766,0.844,-3.851,0.0361,0.0261,129.323,0.18,0.835
Maggie May - Remastered Version,Rod Stewart,2Cz4vdVXzX9tg2lq9cl8At,0.62,0.559,-10.568,0.0369,0.717,129.401,0.133,0.527
Lovely Day,Bill Withers,0bRXwKfigvpKZUurwqAlEh,0.69,0.651,-8.267,0.0324,0.292,97.918,0.105,0.706
Baker Street,Gerry Rafferty,5gOd6zDC8vhlYjqbQdJVWP,0.497,0.349,-14.0,0.0297,0.0929,113.762,0.259,0.421
When You're In Love With A Beautiful Woman,Dr. Hook,1UiKUFbCfgbVjwY8W657Pv,0.679,0.728,-9.539,0.0378,0.405,109.623,0.0506,0.852
Escape (The Pina Colada Song),Rupert Holmes,5IMtdHjJ1OtkxbGe4zfUxQ,0.836,0.509,-13.668,0.0548,0.467,138.714,0.0436,0.949
Surrender,Cheap Trick,2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,-7.081,0.0411,0.00717,133.849,0.659,0.869
Imagine - Remastered 2010,John Lennon,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,-12.358,0.0252,0.907,75.752,0.0935,0.169
Born to Run,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,-4.199,0.0975,0.00501,146.347,0.116,0.606
Best of My Love,The Emotions,2M2WJ7gBlcKNxdhyfPp9zY,0.784,0.713,-6.865,0.0339,0.447,115.443,0.0904,0.97
Walk On the Wild Side,Lou Reed,5p3JunprHCxClJjOmcLV8G,0.575,0.318,-16.729,0.109,0.683,104.522,0.0934,0.385
Lean on Me,Bill Withers,3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,-13.843,0.0667,0.782,75.16,0.124,0.423
My Sweet Lord - 2014 Mix,George Harrison,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,-8.913,0.0335,0.0972,120.919,0.0832,0.583
Piano Man,Billy Joel,70C4NyhjD5OZUMzvWZ3njJ,0.331,0.55,-6.483,0.0272,0.605,177.734,0.192,0.429
You Sexy Thing,Hot Chocolate,714hERk9U1W8FMYkoC83CO,0.791,0.734,-5.464,0.0629,0.522,105.854,0.167,0.962
Have You Ever Seen The Rain,Creedence Clearwater Revival,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,-7.028,0.0277,0.0664,116.109,0.133,0.774
Tiny Dancer,Elton John,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,-11.097,0.0278,0.382,145.075,0.148,0.282
La Grange - 2005 Remaster,ZZ Top,70YvYr2hGlS01bKRIho1HM,0.545,0.64,-9.937,0.224,0.00249,80.544,0.196,0.606
More Than a Feeling,Boston,1QEEqeFIZktqIpPI4jSVSF,0.377,0.682,-8.039,0.0299,0.000894,108.736,0.0504,0.288
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,-3.88,0.0665,0.577,115.669,0.287,0.497
Long Train Runnin',The Doobie Brothers,4nXkbcTj3nyww1cHkw5RAP,0.575,0.912,-7.275,0.0393,0.0916,117.399,0.0562,0.843
Carry on Wayward Son,Kansas,2SUpC3UgKwLVOS2FtZif9N,0.452,0.788,-5.712,0.0326,0.00283,126.739,0.441,0.793
Jet Airliner,Steve Miller Band,2zI3bUYn2pcF27of6i2oqK,0.574,0.664,-11.5,0.0346,0.0737,122.956,0.22,0.936
Go Your Own Way - 2004 Remaster,Fleetwood Mac,07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,-5.12,0.0378,0.0185,135.448,0.0679,0.803
I Was Made For Lovin' You,KISS,07q0QVgO56EorrSGHC48y3,0.768,0.852,-6.215,0.038,0.214,128.373,0.0723,0.867
Lola - Coca Cola Version,The Kinks,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,-4.19,0.0395,0.582,152.113,0.201,0.902
Breakfast In America - Remastered,Supertramp,4a5pNRjwmzYQuEY1E7O6pj,0.532,0.663,-5.886,0.0292,0.425,75.14,0.0734,0.756
All Right Now,Free,5Yuvfj0aCUvWE01bnMWtjV,0.75,0.506,-12.812,0.304,0.00872,121.765,0.123,0.78
I Shot The Sheriff,Eric Clapton,0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,-11.025,0.0524,0.0853,94.395,0.102,0.658
Sultans Of Swing,Dire Straits,37Tmv4NnfQeb0ZgUC4fOJj,0.733,0.794,-10.023,0.0307,0.0614,148.174,0.33,0.931
Don't Bring Me Down,Electric Light Orchestra,72ahyckBJfTigJCFCviVN7,0.638,0.867,-6.469,0.0331,0.144,115.692,0.0846,0.805
The Joker,Steve Miller Band,6FKU84JHM1lbiy5Dx0Dyqd,0.417,0.339,-13.487,0.0819,0.454,165.451,0.135,0.719
Dust in the Wind,Kansas,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,-10.687,0.0283,0.367,93.503,0.11,0.387
A Song for You,Donny Hathaway,5spAjqC772iC2KzDvEkmSr,0.315,0.22,-13.156,0.037,0.822,88.045,0.245,0.0723
The Logical Song - Remastered 2010,Supertramp,6mHOcVtsHLMuesJkswc0GZ,0.625,0.758,-6.213,0.0463,0.512,119.719,0.153,0.695
Take It Easy - 2013 Remaster,Eagles,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,-10.39,0.0318,0.343,139.191,0.129,0.74
Solsbury Hill,Peter Gabriel,6vZZtivPrtpggT5SSXsYTy,0.678,0.631,-8.624,0.0301,0.355,102.378,0.376,0.463
We Don't Talk Anymore - 2001 Remaster,Cliff Richard,3Ug96zKa29P3vICEEcYajZ,0.746,0.703,-7.853,0.0291,0.0014,111.569,0.066,0.733
How Deep Is Your Love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,0.633,0.357,-9.366,0.0264,0.105,104.938,0.133,0.674
Fly Like An Eagle,Steve Miller Band,3e0FzZjTXOUtiJGSClOBrI,0.561,0.754,-12.769,0.112,0.61,100.08,0.328,0.642
Dreams - 2004 Remaster,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,-9.744,0.0276,0.0644,120.151,0.128,0.789
Rock with You - Single Version,Michael Jackson,7oOOI85fVQvVnK5ynNMdW7,0.808,0.535,-12.521,0.0353,0.179,114.031,0.158,0.848
You're The One That I Want - From “Grease”,John Travolta,0B9x2BRHqj3Qer7biM3pU3,0.758,0.612,-11.403,0.0598,0.281,106.945,0.0954,0.822
Bright Eyes,Art Garfunkel,3Jy0dWV5AnnfyTvHK6UWof,0.38,0.21,-15.603,0.0319,0.745,112.51,0.0829,0.207
One of These Nights - 2013 Remaster,Eagles,608xszaAxVh4m7NcKJiAbF,0.655,0.606,-10.385,0.0285,0.0603,110.061,0.0757,0.765
I'd Love You to Want Me,Lobo,71CXzHYYOyNqgtVFpNdeCS,0.431,0.543,-9.96,0.0394,0.122,77.507,0.0598,0.44
Vincent,Don McLean,0VNzEY1G4GLqcNx5qaaTl6,0.419,0.085,-19.387,0.0362,0.908,91.509,0.34,0.458
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,49OMJ1prsRA7ZYgrAjz70c,0.632,0.683,-6.434,0.0383,0.163,105.955,0.847,0.701
The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,-9.616,0.0396,0.365,83.293,0.206,0.796
The Chain - 2004 Remaster,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,0.545,0.67,-8.81,0.0496,0.009,151.553,0.0451,0.481
She's Out of My Life - Single Version,Michael Jackson,6NGsHLZYGVAkXTFr75WWnn,0.293,0.0348,-23.92,0.0414,0.962,130.959,0.105,0.101
Summer Nights - From “Grease”,John Travolta,2AVkArcfALVk2X8sfPRzya,0.747,0.663,-9.415,0.0545,0.62,124.336,0.0861,0.606
Silly Love Songs - Remastered 2014,Wings,3uiMBldZ07pW0ySHDX5gzE,0.742,0.471,-10.767,0.0326,0.134,124.95,0.284,0.815
Low Rider,War,7Bz8yww6UMbTgTVLG6zbI4,0.812,0.644,-10.761,0.0493,0.0877,140.075,0.0563,0.989
Do It Again,Steely Dan,2BstRQGodshjGpeDGQiNgo,0.682,0.537,-10.254,0.0323,0.218,124.574,0.0556,0.963
This Will Be (An Everlasting Love),Natalie Cole,0PDCewmZCp0P5s00bptcdd,0.685,0.623,-11.146,0.042,0.228,126.739,0.0295,0.896
I Say a Little Prayer,Aretha Franklin,0FD8KMG4pHp0O9clTpChjp,0.59,0.355,-14.051,0.0352,0.48,133.03,0.0585,0.499
Puppy Love - Remix,Paul Anka,1Gv8dvKmkHVaB1edYvW0Fr,0.29,0.408,-9.607,0.0318,0.662,102.229,0.272,0.542
Apache,The Shadows,0sZy1HE2aGBQABHfVRQ4jB,0.595,0.451,-12.987,0.0288,0.0106,133.673,0.0962,0.779
Runaway - Rerecorded,Del Shannon,0E59YEu2gtTp8MoEWV8KFk,0.712,0.819,-6.826,0.094,0.0893,143.563,0.11,0.739
I Heard It Through The Grapevine,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,-10.851,0.0381,0.272,117.287,0.127,0.616
Breaking Up Is Hard to Do,Neil Sedaka,7utoClKnLShFg6u6dZ20gp,0.742,0.674,-7.648,0.0354,0.788,116.53,0.0698,0.964
A Whiter Shade Of Pale,Procol Harum,3qitymULqEibr7yknRMKU4,0.249,0.66,-6.905,0.0342,0.504,149.813,0.0891,0.435
(What A) Wonderful World,Sam Cooke,2g2GkH3vZHk4lWzBjgQ6nY,0.691,0.507,-10.23,0.0343,0.627,128.518,0.457,0.885
Playboy,The Marvelettes,5jsxE1nDuRrEgN9gmbWWYS,0.863,0.691,-5.611,0.0535,0.371,123.757,0.0597,0.916
California Dreamin' - Single Version,The Mamas & The Papas,077PiyK3YgRlnlwhtAUBp7,0.557,0.698,-7.471,0.039,0.472,112.479,0.057,0.677
Ring of Fire,Johnny Cash,5nAXp1Vypbcsk9RLJCJLvO,0.67,0.519,-9.28,0.0308,0.73,104.357,0.379,0.76
Bad Moon Rising,Creedence Clearwater Revival,66FSV5dLK5sNLZ00IfHxfD,0.641,0.774,-5.916,0.0278,0.0543,89.787,0.0473,0.942
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini (Bonus Track),Brian Hyland,7vxdcpE3MZjoy6YORh5sTD,0.814,0.266,-17.523,0.192,0.522,123.304,0.0243,0.965
Stand By Me,Ben E. King,2KQM3kDM0zMBC9iynePBbS,0.653,0.334,-6.955,0.0313,0.411,119.46,0.123,0.665
Surf City,Jan & Dean,1Oewmmr12xuhgzvUJ9Q0cf,0.534,0.807,-12.871,0.0349,0.497,147.843,0.232,0.964
Here Comes The Sun - Remastered,The Beatles,45yEy5WJywhJ3sDI28ajTm,0.557,0.54,-10.484,0.0347,0.0339,129.171,0.179,0.394
No Particular Place To Go - Stereo Remix,Chuck Berry,4rS1hDNLOvY8knrYS8nySn,0.574,0.542,-11.578,0.0657,0.212,129.646,0.0645,0.977
Hey Baby,Bruce Channel,5Jh6b4m51dW8mfCmAgAdqW,0.655,0.491,-10.349,0.0349,0.695,132.278,0.324,0.857
Big Girls Don't Cry,Frankie Valli & The Four Seasons,00meczE1jpLTX0BBzIGrAR,0.764,0.84,-5.023,0.0672,0.393,130.276,0.0686,0.843
Viva Las Vegas,Elvis Presley,2RyhBTD6SWLgaU5dhfVtEP,0.577,0.612,-12.181,0.0438,0.757,145.029,0.283,0.761
Speedy Gonzales,Pat Boone,3TmnUIbelFiDzrhZqavHU0,0.589,0.447,-12.912,0.0748,0.821,146.845,0.0999,0.789
Sugar Sugar,The Archies,6MTd61g9zq6CB1FnJydjEb,0.757,0.727,-7.259,0.0275,0.399,122.439,0.108,0.966
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,-15.269,0.0803,0.0652,110.586,0.893,0.889
Do You Love Me,The Contours,298jnAsgLcTRkRP5TKB7Mj,0.615,0.815,-7.128,0.0373,0.475,150.733,0.0964,0.765
You're Nobody 'Til Somebody Loves You - Remastered/1997,Dean Martin,4WUcNkpoNSKoe5MUuyzrfC,0.503,0.182,-16.651,0.0323,0.776,63.684,0.178,0.652
I'm Sorry,Brenda Lee,1gVmuHCRIgBfmCCRCbX8Um,0.56,0.244,-11.872,0.0291,0.862,102.064,0.129,0.312
Be My Baby,The Ronettes,1WN4uNclrDuczTO3bCr8s1,0.512,0.771,-7.006,0.0402,0.168,129.639,0.0895,0.803
Rubber Ball,Bobby Vee,4KLjtvc6NsJyRLM6M2IfZK,0.441,0.413,-11.043,0.0371,0.627,142.963,0.133,0.755
Travelin' Man - Remastered,Ricky Nelson,1sM0yZDxUhPQhkDh2CLd6l,0.723,0.44,-10.536,0.0319,0.667,123.217,0.128,0.843
The Wanderer,Dion,1UwriLz98ILbRhrtohTca1,0.623,0.48,-13.215,0.0392,0.193,114.436,0.11,0.842
Da Doo Ron Ron (When He Walked Me Home),The Crystals,0fonScmHUzC0MglSLn9saA,0.535,0.797,-7.533,0.0459,0.48,148.835,0.141,0.613
Mr. Lonely,Bobby Vinton,6x8xIapc9xcZlJ9HpCkrm9,0.37,0.185,-14.335,0.028,0.804,84.392,0.288,0.31
Something's Got A Hold On Me - Single Version,Etta James,6N5x8O7jbXMENn4VZqHE2O,0.474,0.566,-5.913,0.113,0.675,150.122,0.548,0.592
Poetry In Motion,Johnny Tillotson,4DXguzI17cyQaPjggc7fZR,0.488,0.712,-7.419,0.0322,0.404,135.201,0.0989,0.895
Runaway,Del Shannon,01qiuRcLpJcFJBXUoSkn5p,0.584,0.563,-6.826,0.0455,0.137,78.674,0.174,0.667
Under the Boardwalk,The Drifters,65jrjEhWfAvysKfnojk1i0,0.747,0.226,-13.635,0.0415,0.908,123.789,0.107,0.778
Take Good Care Of My Baby,Bobby Vee,06JokgprGDKrtZ1eP6z2CQ,0.487,0.441,-11.297,0.0722,0.761,82.707,0.15,0.604
Tell Laura I Love Her,Ray Peterson,0lvJiubseeuBYHh0ugHmHK,0.483,0.788,-0.062,0.0386,0.714,102.363,0.155,0.216
Runaround Sue,Dion,1DndHckdH9m5rp6gYP086b,0.364,0.607,-9.791,0.125,0.451,79.987,0.251,0.598
Crazy - Single Version,Patsy Cline,3zpj9dvJABiyMrmLCPw6i8,0.471,0.021,-24.385,0.0366,0.931,107.765,0.103,0.356
"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,6ImmlZj8ysK2jDnqqbKp60,0.602,0.633,-9.756,0.0314,0.502,98.995,0.0614,0.931
One Fine Day,The Chiffons,6vcG9EgeqJUSmmF65lxUm6,0.251,0.868,-2.685,0.128,0.488,177.13,0.814,0.599
Crying in the Rain,The Everly Brothers,3lWuagNhAzcqOikD5KnBku,0.61,0.378,-9.381,0.0279,0.622,97.166,0.144,0.48
Baby (You've Got What It Takes),Dinah Washington,0DICNd5XQ1og9UeYzxoNFV,0.67,0.596,-9.347,0.0627,0.852,133.396,0.653,0.813
Sway (Quien Sera),Dean Martin,4nbILrYODP667b3d66ZMzI,0.601,0.239,-12.175,0.0384,0.727,120.036,0.0748,0.569
"Happy Birthday, Sweet Sixteen",Neil Sedaka,5ttys6S3vGWCgOpiuB5axN,0.498,0.796,-4.882,0.0453,0.607,79.648,0.3,0.906
I Get The Sweetest Feeling,Jackie Wilson,7F1eoVZd2ySSJ70iP3PN1m,0.684,0.482,-9.234,0.0371,0.778,123.532,0.148,0.749
Let's Twist Again,Chubby Checker,50ZhLFpAf5nWUH9GlCwrWn,0.605,0.747,-6.923,0.158,0.244,83.793,0.16,0.886
Blue Moon,The Marcels,42ojLX3UYsp4XhaX0sx29E,0.624,0.432,-11.132,0.0344,0.656,127.69,0.0785,0.935
Jump in the Line,Harry Belafonte,1zW2csx1vVJrKfvDrFQNVt,0.594,0.889,-7.775,0.246,0.768,116.187,0.124,0.8
He's So Fine - Remastered 2000,The Chiffons,2Bs1Lw9LX8hBm70t1iGdlh,0.558,0.633,-3.265,0.0329,0.487,72.494,0.129,0.871
"(Ummmm, Oh Yeah) Dearest",Buddy Holly,6NDg4EyQE5lalcCEEpytsM,0.548,0.493,-11.052,0.0282,0.577,115.24,0.13,0.568
I Walk the Line - Stereo Version,Johnny Cash,3X9tJw6z5LowFx339fhTvu,0.596,0.194,-20.389,0.0347,0.97,114.974,0.099,0.746
Ain't That A Kick In The Head,Dean Martin,3ZpTyU4mF3PR9jLpFA3AAC,0.661,0.311,-9.549,0.0701,0.458,132.008,0.233,0.702
Breaking Up Is Hard to Do,Neil Sedaka,2x6pbpjVGjiWCcH89IK8AX,0.743,0.799,-5.466,0.0375,0.699,116.112,0.0635,0.965
She's Got You,Patsy Cline,6rNA2S7NYAWEWBaCHIKRoD,0.565,0.167,-13.379,0.0354,0.881,90.791,0.0884,0.562
It's My Party,Lesley Gore,4nDqjyA8LRPIeB2yzSxAjJ,0.797,0.542,-8.966,0.045,0.581,133.704,0.126,0.963
Ramblin' Gamblin' Man,Bob Seger,691Wr3tOjDqic3OTPLouX3,0.601,0.84,-3.828,0.0509,0.0232,130.811,0.0569,0.896
Crying,Roy Orbison,6eLL7QTdMWdhhG4i3jHDR9,0.35,0.293,-9.502,0.0258,0.758,96.685,0.104,0.162
Sunny Afternoon - Mono Mix,The Kinks,0DQqzCHlPyKQXfF8uL01SI,0.595,0.465,-8.412,0.026,0.102,124.991,0.0641,0.492
Bad Moon Rising,Creedence Clearwater Revival,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,-5.973,0.0321,0.0586,178.946,0.063,0.942
Like a Rolling Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,-6.836,0.032,0.729,95.261,0.189,0.562
The Sound of Silence - Acoustic Version,Simon & Garfunkel,5y788ya4NvwhBznoDIcXwK,0.525,0.216,-13.551,0.0301,0.837,106.761,0.107,0.328
Save the Last Dance for Me,The Drifters,391TUcoPonqYykPkSZ5Z9U,0.54,0.53,-10.583,0.0361,0.614,143.453,0.198,0.896
I Started A Joke,Bee Gees,36CKza28wMxYdjdzji7ine,0.31,0.464,-8.755,0.0275,0.156,144.775,0.132,0.431
Good Times Bad Times - 1993 Remaster,Led Zeppelin,0QwZfbw26QeUoIy82Z2jYp,0.476,0.717,-9.192,0.0949,0.0382,93.584,0.0818,0.753
For Once In My Life,Stevie Wonder,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,-11.903,0.043,0.195,110.121,0.523,0.847
Only the Lonely,Roy Orbison,0PkBTqRtN25z3oKasWoKlj,0.57,0.529,-10.769,0.028,0.377,123.273,0.203,0.934
You Really Got Me - Mono Mix,The Kinks,29SyMC0plk6qw8NMF7lfRL,0.573,0.939,-6.441,0.0808,0.493,137.382,0.0994,0.963
For What It's Worth,Buffalo Springfield,1qRA5BS78u3gME0loMl9AA,0.653,0.519,-10.164,0.0497,0.406,98.883,0.101,0.822
Do You Believe in Magic?,The Lovin' Spoonful,1udKn1oNKYQSQ9OmiIWCMu,0.552,0.742,-7.963,0.0454,0.218,138.591,0.339,0.751
Ferry Cross the Mersey - Stereo; 1997 Remaster,Gerry & The Pacemakers,3NFScsiDPfCzKgQQUL0674,0.396,0.286,-11.494,0.0283,0.548,105.289,0.122,0.605
Silence Is Golden,The Tremeloes,0tY6WuVkmCth6YHl8xKrew,0.436,0.565,-7.268,0.0294,0.0557,112.169,0.244,0.582
Born To Be Wild,Steppenwolf,63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,-12.412,0.0919,0.262,145.928,0.221,0.53
I Want You Back,The Jackson 5,5LxvwujISqiB8vpRYv887S,0.469,0.538,-13.559,0.0571,0.305,196.605,0.37,0.886
A Place In The Sun,Stevie Wonder,0tURbnatc9qCxlYpXuPK8I,0.561,0.447,-11.389,0.0544,0.279,117.784,0.319,0.729
Sunday Morning,The Velvet Underground,11607FzqoipskTsXrwEHnJ,0.506,0.442,-13.268,0.0276,0.0869,105.826,0.0846,0.532
Somethin' Stupid,Frank Sinatra,4feXcsElKIVsGwkbnTHAfV,0.257,0.338,-12.902,0.0357,0.736,207.356,0.252,0.544
Somebody to Love,Jefferson Airplane,4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,-9.302,0.031,0.408,132.411,0.321,0.654
Whole Lotta Love - 1990 Remaster,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,-11.6,0.405,0.0484,89.74,0.405,0.422
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,0iOZM63lendWRTTeKhZBSC,0.606,0.457,-14.035,0.0497,0.713,92.033,0.0747,0.813
Baby I Need Your Loving,Four Tops,3aCbwWCYCT3MJjZeUnlcp4,0.632,0.686,-6.116,0.0395,0.437,121.414,0.193,0.65
Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,4z7TuXkZm79m9vkPklnuqu,0.312,0.555,-10.05,0.0377,0.47,118.235,0.084,0.491
Who's Lovin' You,The Jackson 5,6cZrsaNb4Zo9E5KHk7gcz5,0.247,0.307,-13.16,0.0371,0.648,161.982,0.281,0.403
I Was Made To Love Her,Stevie Wonder,35Agv76BTtZGXlXutlfuYj,0.349,0.543,-10.577,0.0429,0.296,202.426,0.0665,0.875
(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,3VgrSJEKBRT3xmwzpaxxEF,0.514,0.624,-9.287,0.0842,0.513,166.726,0.307,0.755
Strangers In The Night,Frank Sinatra,74VR3AkGPhbYXnxcOYa16x,0.259,0.473,-8.275,0.0295,0.592,90.348,0.201,0.539
White Rabbit,Jefferson Airplane,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,-12.503,0.0272,0.486,106.798,0.0864,0.322
Get Ready,The Temptations,676Rf0qIOh2gKNEl9TnCOx,0.59,0.737,-5.867,0.0384,0.404,132.966,0.108,0.877
Then He Kissed Me,The Crystals,7jeOETwLUP84mPQzxlD5nh,0.431,0.678,-7.945,0.0365,0.7,135.919,0.199,0.633
Down On The Corner,Creedence Clearwater Revival,4YMLW13PuuO7o3jkIWlKAs,0.831,0.544,-9.288,0.0837,0.594,108.177,0.0736,0.856
Spanish Eyes,Al Martino,3CFx8SBSwY8Q1IplDTQ6kB,0.515,0.49,-8.565,0.0284,0.359,109.29,0.0875,0.495
"Moon River (From ""Breakfast at Tiffany's"")",Andy Williams,24AIahNHzBxm9S12peXbnG,0.281,0.212,-15.513,0.031,0.86,95.555,0.119,0.195
Don't Let Me Be Misunderstood,The Animals,0V1hBXTdYOWv3N2FVzG3OM,0.546,0.568,-9.604,0.0285,0.146,112.584,0.77,0.488
Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,0.805,0.558,-5.226,0.041,0.164,114.95,0.0546,0.965
Sweet Soul Music,Arthur Conley,4iV9451W6WrY0kJYgKZua6,0.59,0.659,-9.669,0.0697,0.104,80.201,0.356,0.965
Raindrops Keep Fallin' on My Head,B.J. Thomas,5roMq6BO8PFIma0dG5p6js,0.739,0.406,-8.696,0.0349,0.481,110.846,0.0709,0.755
The Night They Drove Old Dixie Down - Remastered 2000,The Band,2x0supcZhd6NEH1nem9DnR,0.507,0.493,-8.786,0.0327,0.453,127.671,0.241,0.467
Eve Of Destruction,Barry McGuire,1Zi2ezNOqt9y9irC11xYpN,0.613,0.307,-17.385,0.0414,0.387,117.305,0.087,0.789
I Get Around (Mono),The Beach Boys,3v9xlH6BpmRbqL7hgNJhfT,0.39,0.625,-7.813,0.0537,0.36,144.338,0.0663,0.514
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,1uRKT2LRANv4baowBWHfDS,0.811,0.859,-6.317,0.168,0.205,90.686,0.0761,0.784
Reet Petite,Jackie Wilson,3h4udS0WeWbsur3yfjvnm4,0.664,0.66,-6.526,0.13,0.447,84.345,0.298,0.873
Living Doll - 2003 Remaster,Cliff Richard & The Drifters,3koJ1vDWEITIrfMlNaHIu3,0.572,0.463,-7.782,0.0517,0.527,62.658,0.0958,0.764
All I Have to Do Is Dream,The Everly Brothers,72nqbbrKjhXmDdRXQGq115,0.542,0.347,-14.011,0.0268,0.783,103.709,0.144,0.596
I'm Walkin',Fats Domino,07TQDFaoLBwvo6JU1nnaiU,0.729,0.555,-13.056,0.0483,0.678,109.005,0.155,0.979
Black Coffee,Sarah Vaughan,56IQUfsUskt9VHe6YM6kue,0.38,0.155,-11.977,0.0311,0.973,94.23,0.0977,0.127
You Send Me,Sam Cooke,7fPOOCejoBt3dIm6UcEdm8,0.538,0.226,-13.817,0.0288,0.945,96.951,0.125,0.553
Poor Little Fool - Remastered,Ricky Nelson,5ayybTSXNwcarDtxQKqvWX,0.474,0.338,-11.528,0.0299,0.648,154.596,0.13,0.81
The Great Pretender,The Platters,2FkCjtQ1lYsf71s2FAS8hE,0.425,0.401,-9.427,0.0315,0.943,115.71,0.072,0.531
C’Mon Everybody,Eddie Cochran,7ItZM6DMZE2m1X7yIaRxjq,0.627,0.7,-9.657,0.0522,0.121,175.33,0.188,0.856
Unforgettable,Nat King Cole,648TTtYB0bH0P8Hfy0FmkL,0.349,0.182,-13.507,0.031,0.92,136.094,0.143,0.178
Not Fade Away,The Crickets,6sBPjgvLZzHHrpxbBDjmdE,0.799,0.475,-13.142,0.0413,0.835,95.966,0.275,0.92
"It's Not for Me to Say - From the MGM Film ""Lizzie""",Johnny Mathis,4g9ZMsnY0xpeG3OR8GRJne,0.328,0.218,-12.843,0.0383,0.94,80.584,0.1,0.446
Wake up Little Susie,The Everly Brothers,11fNLqDB47gMKj7BHhR2Qr,0.709,0.62,-9.382,0.034,0.318,93.723,0.0426,0.936
Personality,Lloyd Price,5vjigjfoXuJEttqLB3HTAg,0.591,0.454,-8.936,0.0322,0.744,128.909,0.0989,0.865
Calendar Girl,Neil Sedaka,7Gpx2fNJiilvrf9Ss8qbit,0.703,0.649,-7.727,0.0312,0.397,122.719,0.209,0.862
Splish Splash,Bobby Darin,40fD7ct05FvQHLdQTgJelG,0.645,0.943,-1.526,0.0393,0.385,147.768,0.37,0.965
Oh Boy! - Overdubbed Version,Buddy Holly,7s7Zu78CztOUFUyQ4BijBQ,0.543,0.619,-7.518,0.0377,0.777,96.842,0.109,0.846
I Wonder Why,Dion & The Belmonts,7vAw4LLIms6X8ZHcbtoazz,0.506,0.699,-3.834,0.0348,0.569,103.463,0.158,0.901
Mr. Blue,The Fleetwoods,6bnFjTW3EnMG4BwreDnSHK,0.374,0.0889,-17.475,0.0356,0.931,96.677,0.111,0.211
My Prayer,The Platters,1ntGJDSakqsaw1KhptKrB5,0.359,0.272,-8.393,0.0294,0.812,109.249,0.095,0.254
Chances Are - Single Version,Johnny Mathis,63NmQTtxQLHSRp7li6aAmP,0.31,0.254,-12.2,0.0343,0.897,77.512,0.107,0.296
Donna - Single Version,Ritchie Valens,0VE4ayVlGs5DBoqOdgJ0Zv,0.472,0.225,-12.581,0.0263,0.864,100.299,0.111,0.29
Party Doll,Buddy Knox,3SNEFR9U8CCEUN3iZfkVgW,0.664,0.731,-7.84,0.0779,0.718,90.054,0.216,0.661
"Love Me Tender - From the 20th Century-Fox CinemaScope Production, ""Love Me Tender""",Elvis Presley,4GAhAw0RCzNVP976NRMOqO,0.396,0.0373,-18.642,0.0416,0.907,103.051,0.111,0.302
Beyond the Sea,Bobby Darin,3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.516,-7.456,0.0369,0.723,136.483,0.257,0.569
